"","group","piR.hsa.100956","piR.hsa.1288731","piR.hsa.141155","piR.hsa.2499988","piR.hsa.2851799"
"TCGA.MN.A4N1.01A.11H.A24S.13","tumor",5.44431275098316,2.43361599604066,2.02843267511204,1.5165696481884,1.03887238124698
"TCGA.44.6144.11A.01H.2169.13","normal",5.42852099235346,2.12176729121567,0.950675483870222,4.35789225744242,0.331859581442996
"TCGA.55.8512.01A.11H.2402.13","tumor",6.52067859022535,2.39156236407885,1.15530325584938,2.91435821641554,-0.0481320371329185
"TCGA.56.8629.01A.11H.2402.13","tumor",5.78097800740705,2.61403897562891,2.01444409374307,2.049773206451,1.78549879326403
"SRR14634255","normal",5.18568564659202,2.79551343074353,1.45537100510629,1.4468582652551,1.14136748424025
"TCGA.98.A53I.01A.31H.A263.13","tumor",4.85789714759222,2.12915007022973,1.39051401289302,1.57528973987971,0.740195429209552
"SRR14634361","tumor",5.99110419714134,3.09677176444264,1.95071884155475,1.36345991055879,1.16530441050735
"TCGA.55.7576.11A.01H.2065.13","normal",6.27622264614185,1.6154843030983,0.857050503157294,1.82644667309333,-0.0647673008030466
"TCGA.77.8148.01A.11H.2246.13","tumor",6.28220477435461,3.81702925048027,3.71900645677885,3.78683087396884,3.09922741553792
"SRR6757402","tumor",5.27202961814103,2.94968128920313,1.70472200600188,2.21510999355423,1.34409290037933
"TCGA.67.3773.01A.01T.0947.13","tumor",6.56201362367364,3.28576495732679,1.23031023451493,0.558333263080431,0.144830762878123
"SRR6757466","tumor",3.83691877841306,3.39045190530644,2.10257160438144,2.2777685338912,1.3558999437825
"TCGA.44.2659.01A.01T.0947.13","tumor",5.25300711528099,6.10172992036564,1.46465930684315,0.708692776068259,0.860372894157005
"TCGA.98.A53B.01A.11H.A263.13","tumor",5.53002645993265,2.53042496612842,1.5425376938161,1.20710383516846,0.507475665446251
"TCGA.55.7903.01A.11H.2169.13","tumor",5.75774849916555,2.4735092204839,1.81852243025274,2.68337515250213,1.66554376636069
"SRR14634311","tumor",5.54570052555193,3.27830949762495,2.69765046833609,3.52855844289834,1.52512606294694
"TCGA.55.7726.11A.01H.2169.13","normal",6.78174975519355,0.17270884165518,0.331219853847779,0.16819823766205,-0.548941659911437
"TCGA.97.A4LX.01A.11H.A24S.13","tumor",6.04958729015447,2.93687667949207,1.4782195952813,1.63435986308289,0.410994602199485
"TCGA.55.7914.11A.01H.2169.13","normal",6.63723157745225,1.01009725271001,0.500028382631006,1.7239486079065,-0.353235720984256
"TCGA.49.AAR3.01A.11H.A41D.13","tumor",5.77543755069072,3.11261994902074,1.55397616243324,1.2378398501239,0.342143356200561
"TCGA.62.8398.01A.11H.2325.13","tumor",5.27335142974593,3.58232920138111,3.06695921950116,3.66667045396307,2.36836516221327
"TCGA.86.8075.01A.11H.2240.13","tumor",5.40669933575623,2.87872334554613,1.94261854278637,1.4656927526349,1.46392891263895
"TCGA.52.7811.01A.11H.2124.13","tumor",6.18261758628684,3.28186300729712,3.14366133625142,3.53342138910836,2.52017210062565
"SRR14634342","tumor",5.32863196742241,2.49504724513102,2.42234738751397,1.6484280892335,1.51134935477813
"TCGA.60.2711.01A.01T.1557.13","tumor",5.60606389786544,4.74391381612432,2.70592644201606,2.20881255118955,2.32465105234435
"TCGA.60.2695.01A.01T.1557.13","tumor",4.07003324328526,2.72151286920687,1.66961627029568,1.00033197516781,0.836036097081561
"TCGA.77.7465.01A.11H.2044.13","tumor",5.82441678428376,2.41023443786423,2.1389201029598,1.80464088790454,1.29122937139721
"TCGA.52.7809.01A.21H.2124.13","tumor",5.98369727430708,3.45285426509664,3.24478884054408,3.15758319662114,2.64311815508947
"SRR6757458","tumor",4.9944325737593,3.53600686362715,1.99766854378129,2.38881207847177,1.36898519252875
"TCGA.55.7907.01A.11H.2169.13","tumor",5.79875164434889,2.70962671537651,1.44614635067431,2.11513341641915,1.24522211061189
"TCGA.44.7662.01A.11H.2065.13","tumor",4.83372340369165,2.23785540933611,0.967840829820902,1.54097834994311,0.708297640179577
"TCGA.60.2720.01A.01T.1557.13","tumor",5.79538001687847,3.45018884859143,1.36561902678082,1.18968806533599,1.41260567181215
"TCGA.50.5944.01A.11H.1754.13","tumor",6.02891025794642,1.62286936207019,0.743834437054578,1.41636731555123,0.658089614580211
"SRR14634264","normal",5.72062764729373,3.73757312457565,2.23552410614628,3.76132004533657,1.3872249247334
"TCGA.44.7662.11A.01H.2065.13","normal",6.08420311150421,1.58410779943462,0.785361919912519,3.08467023791222,-0.167527660217969
"TCGA.22.5480.01A.01T.1634.13","tumor",5.20907967472249,4.78317240004451,2.4184052975493,3.68553686002202,1.59627706525783
"TCGA.56.8623.01A.11H.2402.13","tumor",6.56142153148073,1.32180640352361,0.889280030486141,1.73225840840072,-0.13457384515005
"TCGA.56.7731.01A.11H.2124.13","tumor",6.20160523993028,2.47496846180156,2.02509559207768,2.26271030146153,1.51137656655637
"SRR14634307","normal",6.14269069190878,2.56431992257598,1.27027537719947,1.08753729624464,1.14136748424025
"SRR14634325","tumor",4.96645432539143,2.92288442649819,2.91056381286337,3.47067327068261,1.36289079448434
"SRR14634261","normal",4.68075290618997,3.21419640386568,2.27894575474917,3.27164875492017,1.25293102511132
"TCGA.60.2722.01A.01T.1557.13","tumor",5.25274294649498,4.08442121177104,3.17089931670605,3.44038482527622,2.91278330946097
"SRR6757407","normal",7.30060962379031,3.17906646581863,1.6035624718417,2.21917992239639,1.34538242130589
"TCGA.56.7730.11A.01H.2124.13","normal",5.94587409008399,2.08918208061127,1.26643501899749,1.06212134940671,-0.0918978290600218
"TCGA.43.6647.01A.11H.1819.13","tumor",4.59149033251681,2.32821819055279,1.10642489461822,2.6884627483969,1.56738718508805
"SRR14634346","tumor",6.1012784590969,3.09288614181955,2.94265624287924,3.69591848403109,1.65671842148941
"TCGA.38.4630.01A.01T.1207.13","tumor",4.52403541777245,3.29592609661472,2.28215733553413,2.85655012103081,2.0235473575074
"TCGA.49.4490.01A.21H.1857.13","tumor",4.81180466060759,1.81140236856876,0.907075996265402,0.831675443096664,0.118615178775816
"TCGA.85.8481.01A.11H.2325.13","tumor",5.93859063037669,2.71752386966399,2.11645243529998,2.38179253034819,1.83644385944257
"TCGA.60.2704.01A.11H.2044.13","tumor",6.20226789486975,3.34177314986906,2.68164547422543,2.32205052694973,1.58171178649559
"TCGA.55.7914.01A.11H.2169.13","tumor",6.3494608422069,2.95698546078937,1.30821727166019,2.58261124264461,1.63367320942781
"TCGA.49.6742.11A.01H.2169.13","normal",6.70405405522606,1.05658166213134,0.395097457764635,1.2956450505691,-0.373466468163637
"SRR14634327","tumor",5.76290014679223,3.10555221078723,3.39093027161333,4.15493679768733,2.34895530666525
"TCGA.58.8386.01A.11H.2295.13","tumor",6.06637128004765,3.59452246294908,3.25440053193536,3.55433405682597,2.48941106300753
"TCGA.69.7761.01A.11H.2169.13","tumor",5.49707564089611,3.27560974699299,1.01215971263758,1.35690243102007,0.865457147337223
"TCGA.95.7567.01A.11H.2065.13","tumor",5.10709114370761,3.28664471447693,1.27879348739891,2.28205857159242,1.24169464294785
"SRR6757462","tumor",4.03600857423807,3.80861759758821,2.45090750987032,2.2534090447349,1.35953246757938
"SRR6757380","tumor",5.34183280932433,3.10700186055397,2.6994756420089,2.40835531296295,1.37746726332236
"TCGA.50.5930.01A.11H.1754.13","tumor",5.3323640598215,2.7744697511033,1.32280531905558,3.1042686731368,0.794487865345821
"TCGA.22.5483.11A.11H.2124.13","normal",6.05365268501639,2.94806294081516,1.91910630769344,1.87600651077274,0.508294976681341
"TCGA.97.8174.01A.11H.2286.13","tumor",5.80231335531151,3.81583785541864,2.39765725074999,1.94588314048355,1.28213567059942
"TCGA.63.A5MW.01A.11H.A26V.13","tumor",4.72162086468967,2.87128115625507,1.36056458854513,1.09215505012083,0.578335490392246
"TCGA.MP.A4T7.01A.11H.A24S.13","tumor",5.78260610618675,2.37621402642172,2.26262141691279,1.96155530326712,0.571638951751307
"TCGA.44.3396.01A.01T.1207.13","tumor",5.6396083722987,3.70860067584767,2.93263403470101,3.79489177813423,2.25342135583016
"TCGA.77.7335.01A.11H.2044.13","tumor",5.38052430316029,2.55632497103539,1.87002119128408,1.31465079806894,0.706384997682973
"SRR6757434","tumor",4.97022357681445,2.61804224836065,3.0968125111371,2.80952747526863,1.48982340169749
"SRR14634312","tumor",5.22844441772284,3.0488984731724,2.40144088157184,2.46438434992626,1.31875617404321
"TCGA.77.A5GB.01B.11H.A27R.13","tumor",5.39058609528981,3.31762974939691,1.69654111455881,1.50445500613104,1.39684944517156
"TCGA.85.7844.01A.11H.2124.13","tumor",5.6114245759614,2.68745538339115,2.10238847253653,2.11896499231027,1.26831481431548
"SRR6757464","tumor",4.63299392767985,2.20074684458141,2.84315270341231,2.65442382701076,1.3692763891221
"TCGA.50.5932.11A.01H.2169.13","normal",5.89564051942797,2.04725011537922,0.675118306293754,2.59485695407724,0.164646769902016
"SRR14634337","tumor",5.59164835731632,2.41268714692073,1.85814361956794,1.67256724391865,1.50894520288431
"TCGA.91.A4BD.01A.11R.A24G.13","tumor",6.43119640471182,2.23738095411678,1.22295735527278,0.391215772642023,0.355615600583923
"SRR14634242","normal",5.62432330529777,2.99805763382061,1.37568870079207,1.57223632417049,1.16859172034709
"TCGA.50.5932.01A.11H.1754.13","tumor",4.77031419246739,2.39844913228126,1.18323262081974,2.17655129092521,0.3243305006444
"TCGA.NC.A5HR.01A.21H.A26V.13","tumor",5.3750872785419,2.76658220338359,2.19080560132769,3.29164197393736,1.45427154985536
"TCGA.05.4398.01A.01T.1207.13","tumor",5.03053302581293,3.3094384242255,2.79595101835665,3.63639108317838,2.23299338081857
"TCGA.97.7941.01A.11H.2186.13","tumor",6.36969745914671,2.46019619861015,1.73733302425093,1.73675311183423,0.789973269032627
"TCGA.97.7554.01A.11H.2038.13","tumor",5.71314064217782,3.05965303794741,1.64008265135382,1.81094221615691,0.950337542063756
"TCGA.97.A4M3.01A.11H.A24S.13","tumor",5.10639401109153,2.17432783129061,1.42294719235549,0.713604375187606,0.0958661027431958
"SRR14634262","normal",6.11025153429216,3.75412568887834,1.82941919376514,4.46499643371716,1.23375119451802
"TCGA.56.A49D.01A.11H.A24G.13","tumor",5.68682308692502,2.86297515769304,2.70736075368565,2.95025494265636,2.27328845454453
"TCGA.55.8090.01A.11H.2240.13","tumor",6.3675145862295,2.37377956826515,1.76630345739779,2.44266543116894,0.202475397697747
"TCGA.86.7713.11A.01H.2065.13","normal",5.68893977283357,1.93375828229031,0.570570647433147,2.17793711590422,-0.125262809872775
"TCGA.91.6831.01A.11H.1857.13","tumor",4.57745146188946,2.92344046270114,1.14468798504452,2.15420626417591,1.15599653016818
"TCGA.56.A4ZK.01A.11H.A263.13","tumor",6.11860290618953,3.13960085738083,2.60630750149111,2.91610271078007,2.15882268663079
"SRR14634247","normal",5.79245556965704,2.664310088753,1.34366910041491,1.39472296320221,1.15932424274819
"SRR6757429","normal",6.64841161988382,3.67128430149334,2.04686459542585,2.32027031693752,1.34289461982598
"TCGA.34.5929.01A.11H.1819.13","tumor",5.95907390149803,3.00066313514216,2.89715112015325,3.23198871544187,2.45219606739982
"TCGA.55.7570.11A.01H.2038.13","normal",6.34717303439188,1.82905702631475,0.764881212199364,2.39430084921554,0.276184648229916
"TCGA.69.7760.01A.11H.2169.13","tumor",5.47371185605366,1.58899641991111,1.04157481415058,2.02072329028471,1.32843335180136
"TCGA.66.2789.01A.01T.0981.13","tumor",6.1670087458535,3.74249557536623,2.57362426468879,1.72673721215595,1.30119509099307
"TCGA.58.A46N.01A.11H.A24G.13","tumor",5.55256779339102,2.69812742567321,2.15289426376857,2.99483724828615,1.45280396202142
"TCGA.56.1622.01A.01T.1557.13","tumor",5.70028827474979,4.13826717180094,2.97262866588322,3.01011938792502,2.74943054928108
"SRR14634243","normal",5.42621450448264,2.80804402000872,1.07808859660928,1.472051972901,1.14136748424025
"TCGA.44.A479.01A.31H.A24G.13","tumor",5.03113827834926,3.83857955296043,2.0536714549883,1.34934840882472,1.09322055823731
"TCGA.MP.A4T9.01A.11H.A24S.13","tumor",6.17802252816824,1.93918461759474,1.40676639239366,1.10572694153922,0.687177837716498
"SRR14634297","normal",5.91649499260898,4.58678981864216,2.91342086252336,4.26741131788489,1.53451473173561
"SRR14634281","normal",6.24139343458518,1.86981041677551,1.13978828663365,1.44819531751418,1.1635998559476
"SRR6757436","tumor",5.04730634163003,3.09922592949875,2.11381578898441,2.32840159826019,1.35859787374558
"TCGA.63.A5MM.01A.11H.A26V.13","tumor",5.59438135364656,2.51366171031588,1.87211433750829,1.82241930148995,1.2022924006596
"TCGA.MP.A4TK.01A.11H.A24S.13","tumor",5.12386081841061,2.91675111873663,1.80007091461533,1.24270508090645,0.845138867561736
"TCGA.77.8008.01A.21H.2186.13","tumor",4.83385243711057,2.6900687293667,1.8265029739235,1.17734120889784,1.09939300591589
"TCGA.49.6745.01A.11H.1857.13","tumor",5.20705494143802,2.27417741739456,0.943303353383293,2.0353948257373,1.1980888162078
"TCGA.L9.A8F4.01A.11H.A39B.13","tumor",5.53964116080756,3.46375579505742,1.75394353839309,1.76771152826057,0.524302582407483
"SRR14634353","tumor",5.86182966947191,3.85072428808699,2.4064629241059,2.55488776134249,1.27173215503888
"TCGA.58.8391.01A.11H.2325.13","tumor",5.78014771176181,3.79825020834337,3.20788291068782,3.70223964532066,2.84286289565358
"TCGA.77.8007.01A.11H.2186.13","tumor",6.19916347702801,3.86377873014877,3.80529514424808,3.45037506130168,3.13544001018828
"TCGA.22.4591.01A.01T.1517.13","tumor",5.94998638945674,4.98793647029136,3.51647561361661,3.19864809135215,3.38823705341795
"TCGA.05.4432.01A.01T.1207.13","tumor",5.20972349831205,2.83827063114372,2.25434275378223,3.64129360532159,1.72036018853061
"TCGA.49.AARR.01A.11H.A41D.13","tumor",5.28343961589279,2.78810826393805,1.29080874482306,1.29928427840923,-0.192190465620551
"TCGA.56.8307.01A.11H.2295.13","tumor",5.41626849874182,2.98431067493128,2.42297990532738,2.21640373854636,2.14241195028939
"TCGA.34.8454.11A.01H.2325.13","normal",6.55797948162226,1.40306135528863,0.705094494046999,0.136346598634267,0.744713334737411
"SRR14634279","normal",5.48595650635083,2.64082787302792,1.74043417345798,1.69308881088024,1.169697729526
"TCGA.66.2753.01A.01T.0981.13","tumor",5.84085129826681,4.70890962244635,2.95601800060343,2.84380918815111,2.70997976881114
"SRR14634331","tumor",6.16214725485909,3.07194626322439,2.14406569880022,2.27189747623071,1.20710687654079
"SRR14634339","tumor",5.17971483716775,3.00847552815018,2.64571999712201,2.02591784001872,1.48003966416921
"TCGA.78.7147.01A.11H.2038.13","tumor",6.3432260536801,1.9064762964954,0.867154711753407,1.23554024601841,0.579781781680021
"SRR14634241","normal",5.37969637791055,3.35561659035561,1.2389261244878,1.91488809499532,1.14136748424025
"TCGA.73.7499.01A.11H.2186.13","tumor",4.96715512913824,2.91065720942623,1.39661675114246,1.46283080410995,0.697596304255623
"TCGA.44.7672.01A.11H.2065.13","tumor",5.68803892364938,2.93286508839183,1.5100407659506,2.49861694322378,1.83328354000067
"TCGA.86.7711.11A.01H.2065.13","normal",6.1158375997714,1.93815263454047,0.647648724276454,2.09756894711248,-0.216347514291361
"TCGA.86.8359.01A.11H.2325.13","tumor",4.87004100451041,3.25548426564032,2.77464007603442,3.95937478602651,3.91757410870624
"TCGA.44.3398.01A.01T.1108.13","tumor",5.00546304222422,4.23724334517906,2.2477108637396,1.54220687303646,2.03817843965449
"TCGA.85.7699.01A.11H.2124.13","tumor",5.70261526540464,2.84238158716541,2.22612498605803,1.81621930020921,1.62302432280822
"TCGA.44.7669.11A.01H.2065.13","normal",6.55765875633841,1.31435574068742,0.542008724631397,1.9949057712539,-0.420237957013501
"TCGA.33.6737.11A.01H.2124.13","normal",6.20869623900742,1.82661689790794,0.731842718407468,2.11059537849919,-0.0987701771403375
"TCGA.75.5147.01A.01T.1627.13","tumor",5.45318467962593,3.11482022143282,1.88051293791657,2.80013364310918,1.35595982690752
"TCGA.64.5778.01A.01T.1627.13","tumor",5.86760536316561,3.25198974702658,2.20099550107441,2.75756701655197,0.888459902864556
"SRR14634239","normal",5.85812930025152,2.6542324106417,1.17538850525656,1.51507556087896,1.19997334947438
"SRR14634345","tumor",5.57498024913918,3.40215345639347,3.50350436012283,3.92314178653979,2.0704465825502
"TCGA.62.8402.01A.11H.2325.13","tumor",5.42526866442182,2.81211939809842,2.62461495455992,3.0656735464314,2.06369166436596
"SRR14634260","normal",6.03139563899833,2.53082742846434,1.27482001661811,1.6572874645271,1.16506549711168
"TCGA.18.3411.01A.01T.0981.13","tumor",6.09577221048814,3.2709085954922,2.11177621638318,1.9223954584617,1.49476705545311
"TCGA.44.7672.11A.01H.2065.13","normal",6.63049811784112,0.481485711994876,0.462208563479844,1.15310764704995,-0.340276140854349
"TCGA.55.7574.01A.11H.2038.13","tumor",5.58918356162622,3.16518123049817,1.10217067885318,2.21576600957253,1.19015679744754
"TCGA.46.6025.01A.11H.1819.13","tumor",5.61378336543488,2.65786390360213,1.9190260583834,3.03153751093376,2.2638189679003
"SRR14634304","normal",6.12538721610887,3.77322748840012,2.05041521460977,3.56296243061325,1.32887912848149
"TCGA.75.6203.01A.11H.1754.13","tumor",6.48276387413177,3.21417057455624,0.963021707567826,2.55396979980634,0.238455210553935
"TCGA.33.AAS8.01A.11H.A404.13","tumor",6.05233656799424,3.32186259654831,2.18340243603073,2.33538845881919,1.39903492288001
"TCGA.NJ.A4YP.01A.11H.A263.13","tumor",5.79047532207224,2.41591550590827,1.86096462612577,1.06168867610202,0.92656846256919
"TCGA.77.7142.01A.11H.2044.13","tumor",5.9829758673722,2.7405649967599,2.03953871201719,2.18715667515882,1.89187539102921
"TCGA.MP.A4TE.01A.22H.A263.13","tumor",5.94371030956452,2.95680129321854,2.16863418643888,1.75073572412172,1.38963257344961
"TCGA.78.7163.01A.12H.2065.13","tumor",5.69806948795081,2.91509246400409,1.37311821485415,1.38489855370517,0.477135490443468
"SRR6757451","normal",5.09493355846612,1.75796428436345,1.51829265275789,2.23641619832869,1.34751653380539
"SRR6757416","tumor",5.87472533941922,3.27642109959555,1.76119043405448,2.22553095970291,1.3454331013131
"TCGA.93.A4JN.01A.11H.A24S.13","tumor",5.77460387497486,2.78345323582066,1.26555401921395,0.734831181910744,0.291881635245024
"TCGA.55.7911.01A.11H.2169.13","tumor",6.05019616799327,2.06462683360302,1.18795280392874,1.78313990823431,1.28335546572177
"SRR14634350","tumor",5.68916535266338,3.42437175579961,3.52314070791413,4.26157422562385,1.98928574253012
"TCGA.44.7659.11A.01H.2065.13","normal",6.29328798128772,1.54667061344354,0.703706966562885,2.10561928587922,-0.1206549191267
"TCGA.55.7725.01A.11H.2169.13","tumor",6.3749544491736,1.90406078436449,0.907524879883219,1.2791945213276,0.781280976132927
"TCGA.55.7910.01A.11H.2169.13","tumor",5.62972882945264,2.64041871155603,1.3945841647985,2.06071074905074,1.54938642005738
"TCGA.NJ.A4YQ.01A.11H.A263.13","tumor",4.62466978466277,2.6874711004009,1.26179045290916,0.677736734745576,0.25682625397724
"SRR14634267","normal",6.17640195910275,2.7100890804504,2.94523986914602,3.32043770481618,1.20498769270155
"TCGA.64.1680.01A.02T.0947.13","tumor",6.30892571175616,2.9463616618228,1.17142463190999,1.18878657694055,0.62692474852471
"TCGA.69.7765.01A.11H.2169.13","tumor",4.41004327793377,2.10736630713229,0.655165845203821,0.420961572764259,-0.139652879186819
"TCGA.86.8056.01A.11H.2240.13","tumor",6.51733646292242,2.17070517519262,1.70888948105805,0.999709669034898,-0.0556647683477199
"SRR14634351","tumor",5.50658915788087,3.6340670335468,1.99101779155111,1.91717143363797,1.16304130214563
"TCGA.44.7660.01A.11H.2065.13","tumor",4.44693406522751,1.92688168001161,1.07679766971297,1.20106931446979,0.802344959600722
"TCGA.63.A5MU.01A.11H.A26V.13","tumor",5.71142565027663,2.8003051700922,2.50065084393984,2.59393697427929,1.90116976525005
"TCGA.55.8514.01A.11H.2402.13","tumor",5.59057841985039,2.86334878134515,2.00042990864981,2.33036031099278,1.18277523835311
"TCGA.56.8624.01A.11H.2402.13","tumor",6.26785548480734,2.77065352276798,1.43143323428021,1.54764293671758,0.491746638269727
"TCGA.58.A46M.01A.11H.A24G.13","tumor",5.41700351103935,2.93195667818585,2.00615936160365,1.74475943092704,1.19819611045468
"SRR14634336","tumor",4.99336142907328,2.69216789865697,2.32519029553522,2.44772203559064,1.31196026789469
"TCGA.39.5036.01A.01T.1442.13","tumor",5.66118886357992,3.52107597078461,2.93410334099411,4.18524991359594,2.58984861639424
"TCGA.63.A5MY.01A.11H.A26V.13","tumor",5.4516091362946,3.25013529827454,3.07199473468845,3.49108766245326,2.83639675365108
"SRR6757412","tumor",5.64713610821637,3.38867992116645,1.76800035043686,2.3979828507128,1.34869361346716
"TCGA.56.8622.01A.11H.2402.13","tumor",6.03295119322105,2.74983527058955,1.83724496878497,2.62851019480744,1.76420881458131
"TCGA.43.5670.01A.21H.2124.13","tumor",6.36545784882312,2.50259752067374,2.28933987997512,2.08817729827656,1.68037565691005
"TCGA.44.6145.01A.11H.1754.13","tumor",6.16357743651329,2.42070267949939,1.81150065485236,3.27923782567964,3.66117246435469
"TCGA.97.8172.01A.11H.2286.13","tumor",6.78953139829283,1.48668896691112,1.01908919923567,0.210737119437231,0.104314971709724
"SRR6757399","normal",7.42699550325492,2.92415926721038,1.62408925302666,2.25400017074422,1.34737577254949
"SRR14634278","normal",5.65717892461383,3.15735540408529,2.85791952370161,3.60782367914845,1.26459614921069
"SRR6757423","normal",5.43352155536622,1.85451022540367,1.55845141215601,2.23495977773012,1.3443725113349
"SRR14634268","normal",6.27035747345575,2.02680136497439,0.88529663057123,0.93189660894848,1.14136748424025
"SRR6757406","tumor",6.37199450221779,2.67258152037374,1.65123171334541,2.2769313710466,1.34985865476215
"TCGA.33.6737.01A.11H.1819.13","tumor",5.8323045235007,2.454271041608,2.32588358384798,3.23600206533689,2.06324915336728
"TCGA.93.A4JQ.01A.11H.A24S.13","tumor",4.85279287974557,2.39743868980447,1.63347739493585,1.90816933327685,0.233397509112323
"SRR6757439","normal",6.5186699314082,3.37864616210226,2.47023957460418,2.57297478960863,1.35621724003682
"SRR14634250","normal",5.88853693196394,2.67579865237969,1.05711825797548,1.31724496288109,1.16547357491978
"TCGA.43.6773.01A.41H.1948.13","tumor",6.28537749403069,3.84348066704751,2.88973793775337,2.75409167373886,1.41544869750468
"TCGA.56.7731.11A.01H.2124.13","normal",6.23127083234541,1.88706259405308,1.55601712141119,1.61993465398679,0.210730559703124
"TCGA.22.5479.01A.31H.1948.13","tumor",6.13013644906004,3.52960409966198,3.17857063560995,3.29696302432311,2.35760850900506
"TCGA.75.6206.01A.11H.1754.13","tumor",5.88363086927211,2.76723228758865,1.41360987296915,2.50509623866665,0.725007148791693
"SRR14634334","tumor",5.63316250811665,3.63572451483878,3.45598107842943,3.93751039098463,2.24176916841091
"TCGA.91.6835.11A.01H.2169.13","normal",6.33986191876755,1.13667572684737,0.532667088568763,0.246472916743633,-0.10346031266299
"TCGA.50.5942.01A.21H.1754.13","tumor",6.56155004476472,1.76830732169961,0.872402917128796,2.27142210704453,0.979828559309873
"SRR6757420","tumor",4.6686405415636,2.68194864512194,2.32466981833749,2.27807663188891,1.34924472698273
"SRR14634370","tumor",5.96292301153509,3.91150773681042,2.32031287712787,3.01750963755693,1.28226848406527
"TCGA.91.6836.11A.01H.2169.13","normal",6.53937711278301,0.912204811715906,0.559368870868708,1.96758007872665,-0.285654878613009
"TCGA.55.7903.11A.01H.2169.13","normal",5.92647621668395,1.91248245104397,0.739141594370641,1.42252629459708,-0.117123537571646
"SRR6757421","normal",7.02657551958687,2.9580825277857,2.07902415507829,2.22527879201491,1.34517826664657
"TCGA.O2.A52S.01A.11H.A263.13","tumor",5.61919695273087,2.64324202068276,1.79480603512116,1.19583577111482,0.592882547040951
"TCGA.49.AAR9.01A.21H.A41D.13","tumor",6.382009513474,3.47962939982093,3.42697885864683,3.47528781107839,2.98108405459763
"TCGA.56.A4BY.01A.11H.A24G.13","tumor",6.26478492394529,3.14043617793391,1.92344573966734,2.4501924837108,1.57471498797426
"SRR14634269","normal",6.12514899948727,1.94682287691329,1.06822589865364,1.25021532384822,1.16268412126136
"TCGA.44.3398.11B.01R.1757.13","normal",6.65738115790065,3.81896874112253,2.41556819761456,4.26695568916746,1.51305332429906
"TCGA.52.7810.01A.11H.2124.13","tumor",5.86991393300883,3.49792698432911,3.18082121875971,3.25029046000432,2.85077936756235
"TCGA.66.2791.01A.01T.0981.13","tumor",5.85427201794377,4.48224114842963,2.76563377489567,1.54727720898349,1.76615969167388
"TCGA.22.1011.01A.01T.1557.13","tumor",5.63327971125919,4.79593006269839,2.86374978411785,1.77077836779672,1.7110226837956
"TCGA.56.7823.11A.01H.2246.13","normal",6.43144880756595,1.31598593394176,0.63260995484364,1.73377237864797,-0.311058553794487
"TCGA.44.6144.01A.11H.1754.13","tumor",5.61538487896105,2.37874438751194,1.670994100963,2.36910109650035,0.328868116621833
"TCGA.55.8614.01A.11H.2402.13","tumor",6.00413915603396,2.36915670569194,1.51531281232937,1.66639320026882,0.887321651989661
"TCGA.95.8494.01A.11H.2325.13","tumor",6.06611804668977,3.74658453256544,3.3968798742503,3.62449948105674,2.81928517574763
"TCGA.21.1080.01A.01T.1557.13","tumor",5.9106896053409,4.56429126080063,3.11527446236598,2.86787794275777,2.81440218656429
"SRR14634252","normal",5.95250913780334,2.73242631112969,1.27874548864058,1.57675019136152,1.16406503136451
"SRR6757431","normal",6.10473062248261,3.13370694521499,1.64243435017368,2.29397437657218,1.34676336715544
"SRR14634318","tumor",5.62829342765557,4.19546626883044,3.33489874814017,4.1984010210045,2.02086615413636
"TCGA.58.8386.11A.01H.2295.13","normal",5.77171935296629,3.0268443241083,1.21397197649816,2.37076177086409,0.13378543318473
"TCGA.91.6848.01A.11H.1948.13","tumor",5.02971898532683,3.87268469554913,3.33774963525239,4.12493652595669,5.39871580997167
"TCGA.34.2609.01A.01T.1557.13","tumor",5.62288160953129,4.36379928222952,3.03444139572846,2.73390182108354,2.70808161488697
"TCGA.44.2655.01A.01T.0947.13","tumor",5.5377249228388,3.57716513502548,1.82337541792654,1.5596318174705,0.464030627397511
"TCGA.93.8067.01A.11H.2286.13","tumor",6.37569904102467,3.1969045715984,1.67771675743754,2.79273127269315,0.480611947087282
"TCGA.86.8671.01A.11H.2402.13","tumor",6.03932282883214,2.47145788449453,1.19381121143642,0.77399437153759,0.0612770717334625
"TCGA.62.A46P.01A.11H.A24G.13","tumor",5.66873018499675,2.51491166179211,1.59495108387828,1.01369736330383,0.152610172747902
"TCGA.58.8393.01A.11H.2325.13","tumor",5.56990704973549,2.89869622867207,2.65279011215072,3.40382671354201,2.24101658223772
"SRR14634237","normal",5.93437700798124,2.55148244336214,1.30623648252616,1.78305788763403,1.14136748424025
"SRR14634359","tumor",5.42638895799842,3.00425608442923,2.26698354597106,2.29556121349825,1.2711448366352
"SRR6757388","tumor",4.15118940566868,2.90008243358266,2.47284695777621,2.47270768768009,1.42071971827706
"TCGA.37.A5EM.01A.21H.A27R.13","tumor",5.27126193210016,2.78125117730543,1.52132070426887,1.59240415572209,1.05018617166496
"SRR14634280","normal",6.30218318316432,1.87494597797619,0.843963499254661,1.09433752256661,1.16414610530171
"SRR6757459","normal",6.73614767737487,2.64277139896706,1.63814238438888,2.26999399554786,1.34604297983435
"TCGA.43.8116.01A.11H.2246.13","tumor",6.07991145897044,3.32727341618881,2.67449703888153,3.14512208010308,2.49357764068791
"SRR6757425","normal",7.23059335486977,3.17567539961855,1.78992285846346,2.5017176851726,1.34884133614439
