"","group","piR.hsa.100956","piR.hsa.1288731","piR.hsa.131631","piR.hsa.138412","piR.hsa.141155","piR.hsa.2499988","piR.hsa.2826866","piR.hsa.2826956","piR.hsa.2831324","piR.hsa.2833690","piR.hsa.2838249","piR.hsa.2851625","piR.hsa.2851799"
"TCGA.38.6178.01A.11H.1754.13","tumor",6.3505998192596,1.78687858818484,5.77432351206973,5.47718395214115,0.784378797298048,1.32841333131281,0.704634122918703,0.687649462209709,0.73138097288118,4.35281332897165,0.491528381890942,3.74874458715255,0.301591469340338
"TCGA.J2.8192.01A.11H.2240.13","tumor",5.29993506568255,2.92341867379335,4.67468059850779,4.37754766863208,1.71974395819683,1.73774084167295,1.19142682878948,1.25818147492022,1.71726994375821,3.25291388917267,1.49183035515625,2.6492661310146,1.99753274074216
"TCGA.38.4625.01A.01T.1207.13","tumor",5.47287844793546,3.52506672663029,4.84996325599867,4.55283032612296,2.25958085242386,3.86684070478341,1.51771040513044,1.49080101899835,2.25120888414428,3.4282599860285,2.02928652033781,2.82451074697204,1.3260830402989
"TCGA.34.A5IX.01A.12H.A27R.13","tumor",6.00249174481626,2.35198987843347,5.42630264134978,5.12916971147407,2.56344486249133,2.23974812514979,2.09319157584297,2.06559451933213,2.592644978152,4.00474440832326,2.37099618890049,3.40076314614561,2.29436277433633
"SRR14634360","tumor",5.81572653414628,3.39655751397895,5.29981912280354,5.16433033837779,1.81751018227408,2.0813990763414,1.40519046237143,1.34650090878838,1.82921987938473,4.32053291973421,1.71662654444479,3.66373211542766,1.19289162894473
"SRR6757450","tumor",5.60145064685774,2.87782850505584,4.51476712648739,4.50482216664,2.32643467227796,2.46525995256229,1.91162991486409,2.06948495655221,2.37470949737774,3.70234996376092,2.04464039784237,3.20585668764156,1.38495990724101
"TCGA.39.5035.01A.01T.1442.13","tumor",5.2823257007031,3.17981898919246,4.63648659579872,4.33935366592301,2.31106179824787,3.4538438514214,1.72555211720533,1.62004344322625,2.3429393469867,3.21470452408012,2.10290898191799,2.61108133980682,1.93794919947102
"TCGA.85.7710.01A.11H.2124.13","tumor",6.45665527023722,3.46003573411875,5.84908085413431,5.5519479242586,3.35360126299755,3.57800675918407,2.50665329310464,2.61084417684412,3.38437832887489,4.42758676381759,3.16385117200408,3.82350288278297,2.7311460288404
"TCGA.85.8072.01A.31H.2246.13","tumor",6.30949387354647,2.64888009395769,5.72592413328602,5.42879120341031,2.06722876770248,2.32643980169257,1.35680944526453,1.33086498935093,2.08780819045798,4.30441406707479,1.86500220621623,3.70035574547979,1.63005470524128
"TCGA.78.7540.11A.01H.2065.13","normal",6.59396989988733,1.01223477598347,6.01920765627931,5.72207472640359,0.586588661264008,0.294786534244796,0.357340071715899,0.278350727271493,0.508528883122855,4.59773263530309,0.26287853640475,3.9936182453802,-0.439858620846945
"TCGA.95.7947.01A.11H.2186.13","tumor",5.57538544595008,3.37646998770319,4.94755107445808,4.65034298186125,1.57887123089305,2.15808883871866,0.648918704224848,0.684617266427764,1.5860624621073,3.52580340555989,1.35942808777007,2.92200495375444,0.128318362805013
"TCGA.O2.A52V.01A.31H.A263.13","tumor",5.54328313958661,2.66976435546327,4.94504362809059,4.64791069821488,1.80282813233977,1.63850311469133,1.03740967459758,1.07737137695963,1.81269085544467,3.52337039049121,1.58802606549694,2.91957310875042,1.0901123157475
"TCGA.64.5774.01A.01T.1627.13","tumor",4.45831118526612,2.13168909981681,3.79264625577223,3.49551332589652,1.60043668015741,2.05288306885229,0.939518992572461,0.911862199551229,1.58935294546701,2.37032073399147,1.36275050923913,1.76756671450231,0.792668878145159
"SRR6757454","tumor",5.7194361411629,2.94133375315284,5.05900379328927,4.74530662806924,1.77460669605451,2.2523962039697,1.2849433238464,1.26816532583103,1.7716208018256,3.6197389863389,1.64348607633985,3.05467313452845,1.34575294166164
"TCGA.50.6594.01A.11H.1754.13","tumor",5.00808986181841,3.78880556562785,4.39631924352597,4.09918631365026,1.86363409621338,3.02141455936733,1.6692508672932,1.66749239313116,1.87519281421238,2.97442587898332,1.65099660276364,2.37098071351788,0.832476002563423
"TCGA.44.2668.01A.01T.0947.13","tumor",5.75110766788625,4.40156863992461,5.11750530495261,4.8203723750769,2.28167244272179,2.17448367728514,1.72291538840814,1.6835030032079,2.27370018199365,3.69587976016872,2.05188847309005,3.09200618261037,1.55655866426941
"SRR6757395","normal",6.74984735790868,3.18470328351089,6.00261612043902,5.6837046496777,1.77863792763279,2.30488553210419,1.23212032596498,1.24544993370232,1.75391150616904,3.88675206251894,1.71890035775494,3.0399276750781,1.35109947028983
"TCGA.90.7767.01A.11H.2124.13","tumor",5.19398747274873,2.50404814995901,4.55771920282138,4.26058627294567,1.92032732751785,1.61442488440305,1.65962847009308,1.68461216980085,1.9265268348649,3.13590353381323,1.70269401191617,2.53233409144818,1.41545498213436
"TCGA.56.7582.11A.01H.2044.13","normal",6.40732742503443,1.6137803044823,5.82971810738488,5.53258517750917,0.925311582850903,1.30262970954459,0.436795035431874,0.377811475765896,0.875466601932569,4.40822163384419,0.638716636728759,3.80414156568637,-0.373689188030763
"TCGA.50.7109.11A.01H.2038.13","normal",6.42772388816228,1.29600435510169,5.85255414713574,5.55542121726003,1.03099712656942,1.24962940975401,1.25520492726337,1.15954125273279,0.962899502848515,4.43106047946171,0.727821536774651,3.82697592224815,2.02738359021519
"SRR6757457","normal",6.17233327770441,3.50150722864726,5.43116597703808,5.11163015859498,1.82761611899603,2.36541701444288,1.44437548923343,1.62521585854953,1.85510597139799,3.84991528487022,1.7203524934368,3.05043140630372,1.36289159981232
"TCGA.05.4422.01A.01T.1207.13","tumor",5.97961015958067,3.68378265292204,5.330522749041,5.03338981916529,3.25478437108528,3.70852720719085,2.15182831535736,2.32734375602926,3.29162858380527,3.90894581492694,3.07291881318786,3.30499447098244,2.35879245022397
"SRR14634348","tumor",5.69011255442057,3.34528770910533,5.46676472128139,4.81703965901274,3.69580398618237,3.96042773746391,1.82538019553105,1.88115364871424,3.76713511498621,3.42685802898263,2.56964384571375,3.05808538499182,2.14737563708958
"TCGA.33.4587.01A.11H.2124.13","tumor",6.3844841615399,2.61797368821071,5.79159659866454,5.49446366878883,2.35716074295839,1.82812482675881,1.39118994295326,1.34731786761736,2.37982518458425,4.37009529596379,2.15159427716853,3.76602295387483,1.34516868271335
"SRR14634286","normal",5.91794090804293,2.58731847770748,5.21659107935893,4.83372158545311,2.49145997187162,3.13858878871091,0.832243809169474,0.902674067570963,2.54243752909977,3.99803085369867,1.31369460639996,3.29357772013492,1.17257007061173
"TCGA.77.7138.01A.41H.2044.13","tumor",6.51910938184911,2.80041441374882,5.93366903470991,5.6365361048342,2.72994915410322,2.78141427979597,1.80394240386489,1.87108878141709,2.76288793337358,4.51218483117478,2.53759789380493,3.90809518426405,2.02794030484213
"TCGA.33.AASD.01A.11H.A404.13","tumor",5.85420874599649,2.68971277478011,5.22824951842425,4.93111658854854,1.73697082904289,1.50878466591507,1.24639549546469,1.24910085052589,1.7155655367121,3.80665053508672,1.49011141977583,3.2027344653339,1.00183188440415
"TCGA.93.7348.11A.01H.2038.13","normal",6.67355654050671,1.02192211956815,6.0990256989746,5.80189276909888,0.385317183074835,0.503567639284356,0.373566263446277,0.319863210713994,0.275219459307023,4.67755856614518,0.0218912261661915,4.07343155593607,-0.553671358844156
"SRR14634365","tumor",5.84522839656377,3.69633988069587,5.11716348262645,5.08164012036853,2.39878263974126,1.6130075551036,1.62719517784903,1.41921570297177,2.45692020099685,4.51243801589415,2.45068118113758,4.39671596941214,1.21617698964935
"TCGA.63.A5MV.01A.21H.A26V.13","tumor",5.93721571169161,2.89631130680168,5.35360791085777,5.05646083938541,2.28803386913485,2.35293988007275,1.78299413684731,1.7645259789519,2.30622116283227,3.9320215049068,2.0828995348338,3.32806269025386,1.73132193677325
"SRR14634335","tumor",5.47827485289096,3.17655841508877,5.33126690238467,5.02881969270678,2.71590104545769,3.75104567549005,1.84660015434884,2.79100198788751,2.7446290892687,3.89927074582098,2.08633498634477,3.44524560798383,2.34237632589233
"TCGA.22.5472.01A.01T.1634.13","tumor",5.82487937238985,4.32543239118338,5.1855638310194,4.88843090114369,2.20076479660326,3.99776631503049,1.30281913791545,1.31455059616401,2.16557555253709,3.76395495664821,1.94320822754196,3.16005471034947,1.62046987012101
"SRR6757442","tumor",3.75900891865692,1.94280900296759,3.73579241511513,3.89371566076752,2.44842460595355,2.29687487944422,1.49095729055284,1.42318029751294,2.36989283145117,3.39953238543231,1.97644779285216,3.05739022519597,1.35439396289432
"TCGA.85.A5B5.01A.21H.A26V.13","tumor",5.67777714443721,2.42330273334117,5.09128107918132,4.79414814930561,1.97595045173304,2.16094861533546,1.29130257420254,1.21389837994768,1.96988441472304,3.66964880194275,1.74634421769501,3.06578599465321,1.34933239269619
"TCGA.77.A5G7.01B.11H.A27R.13","tumor",5.11782488155169,2.83405438647456,4.54039157664901,4.24325864677329,2.50667396831967,3.38039636698995,2.38880623697678,2.33207140279608,2.53400490431142,3.11856815471276,2.31194543189414,2.51501111370482,2.42414909834972
"TCGA.MN.A4N1.01A.11H.A24S.13","tumor",5.44431275098316,2.43361599604066,4.83329694182044,4.53616401194473,2.02843267511204,1.5165696481884,1.31380369380508,1.32626950677727,2.0376279611983,3.41158810700654,1.81452016047301,2.8078477699172,1.03887238124698
"TCGA.44.6144.11A.01H.2169.13","normal",5.42852099235346,2.12176729121567,4.84899065076334,4.55185772088763,0.950675483870222,4.35789225744242,0.73503535996297,0.885221511509382,0.914866926143432,3.42728705858539,0.67888888815312,2.82353833495896,0.331859581442996
"TCGA.55.8512.01A.11H.2402.13","tumor",6.52067859022535,2.39156236407885,5.93908582544862,5.64195289557291,1.15530325584938,2.91435821641554,0.396617148412186,0.383261065046891,1.12108438468487,4.51760222699206,0.888677960707853,3.91350156015587,-0.0481320371329185
"TCGA.56.8629.01A.11H.2402.13","tumor",5.78097800740705,2.61403897562891,5.18437454773119,4.88724161785548,2.01444409374307,2.049773206451,1.93469209387858,1.93636541898667,2.03849224974019,3.76276539168954,1.81538977741371,3.15886559599952,1.78549879326403
"SRR14634255","normal",5.18568564659202,2.79551343074353,4.75665362337914,4.54464718757136,1.45537100510629,1.4468582652551,0.740448934563129,0.681759380980071,1.46048705050073,3.47268164871781,1.23528894734352,3.0045353318018,1.14136748424025
"TCGA.98.A53I.01A.31H.A263.13","tumor",4.85789714759222,2.12915007022973,4.24531087461338,3.94817794473767,1.39051401289302,1.57528973987971,0.815146450636245,0.765300467284419,1.37827550710314,2.82333253160942,1.14939322521558,2.22002328572837,0.740195429209552
"SRR14634361","tumor",5.99110419714134,3.09677176444264,5.30326370814332,5.12532307838342,1.95071884155475,1.36345991055879,1.15777142051457,1.09446050798052,1.98094758354862,3.59463206325299,1.8877176345085,3.11068987576459,1.16530441050735
"TCGA.55.7576.11A.01H.2065.13","normal",6.27622264614185,1.6154843030983,5.70042363685992,5.40329070698421,0.857050503157294,1.82644667309333,0.449802776442807,0.425517424761933,0.811953748362444,4.27891000960104,0.57389223936619,3.67485738520496,-0.0647673008030466
"TCGA.77.8148.01A.11H.2246.13","tumor",6.28220477435461,3.81702925048027,5.69845843075999,5.40132550088428,3.71900645677885,3.78683087396884,2.71858769933282,2.81001202024546,3.75998262043313,4.27694452527974,3.54024291243302,3.67289234600006,3.09922741553792
"SRR6757402","tumor",5.27202961814103,2.94968128920313,5.08897268446121,4.74898579741739,1.70472200600188,2.21510999355423,1.18242429888906,1.12345380369714,1.75943642420943,3.68440778133743,1.62200606273403,3.03883732480839,1.34409290037933
"TCGA.67.3773.01A.01T.0947.13","tumor",6.56201362367364,3.28576495732679,5.98000830474101,5.68287537486529,1.23031023451493,0.558333263080431,0.815154084821378,0.709645410842305,1.21721998902676,4.55852917309849,0.986239439186921,3.95442135982788,0.144830762878123
"SRR6757466","tumor",3.83691877841306,3.39045190530644,3.78161379251021,3.94414157176665,2.10257160438144,2.2777685338912,1.37837573668744,1.41634148884034,2.09828945828087,3.35315707653053,1.79836138520528,3.05187120962352,1.3558999437825
"TCGA.44.2659.01A.01T.0947.13","tumor",5.25300711528099,6.10172992036564,4.63789729927645,4.34076436940074,1.46465930684315,0.708692776068259,0.864477781520995,0.758969107541922,1.4660086260311,3.2161158054721,1.23813332427776,2.61249169676313,0.860372894157005
"TCGA.98.A53B.01A.11H.A263.13","tumor",5.53002645993265,2.53042496612842,4.92542850803989,4.62824608721325,1.5425376938161,1.20710383516846,0.777539062310533,0.770125761035056,1.54794594200104,3.5036998002497,1.32093376133199,2.89991208354818,0.507475665446251
"TCGA.55.7903.01A.11H.2169.13","tumor",5.75774849916555,2.4735092204839,5.1749862917015,4.87785336182579,1.81852243025274,2.68337515250213,1.4743035701068,1.41050787906135,1.83592068890948,3.75337490033875,1.61143350794257,3.14947868065174,1.66554376636069
"SRR14634311","tumor",5.54570052555193,3.27830949762495,5.05296479450548,4.78674980063996,2.69765046833609,3.52855844289834,1.99498916593646,2.07359179046375,2.72587838411712,3.59469081975464,2.37398736701259,3.13389903642279,1.52512606294694
"TCGA.55.7726.11A.01H.2169.13","normal",6.78174975519355,0.17270884165518,6.20725634419467,5.91012341431896,0.331219853847779,0.16819823766205,0.350898330741242,0.255629667043503,0.211145793680106,4.7857989496562,-0.0446363327160994,4.18165635902346,-0.548941659911437
"TCGA.97.A4LX.01A.11H.A24S.13","tumor",6.04958729015447,2.93687667949207,5.45589860671501,5.1587656768393,1.4782195952813,1.63435986308289,0.902912981767235,0.920346664797092,1.44234650200479,4.03434579924919,1.21420835053751,3.43035585712905,0.410994602199485
"TCGA.55.7914.11A.01H.2169.13","normal",6.63723157745225,1.01009725271001,6.06246757573855,5.76533464586284,0.500028382631006,1.7239486079065,0.38687061270187,0.317495113332805,0.40909951775735,4.64099690805098,0.160401682154651,4.03687555328681,-0.353235720984256
"TCGA.49.AAR3.01A.11H.A41D.13","tumor",5.77543755069072,3.11261994902074,5.15137175925956,4.85423882938385,1.55397616243324,1.2378398501239,0.938619288696916,0.901914187793275,1.55995307434706,3.72975465164923,1.32519110742565,3.12586757663044,0.342143356200561
"TCGA.62.8398.01A.11H.2325.13","tumor",5.27335142974593,3.58232920138111,4.66876877965039,4.37163584977468,3.06695921950116,3.66667045396307,2.30325524855003,2.34715445108748,3.09394380177572,3.24699973069182,2.87485094076886,2.64335571504295,2.36836516221327
"TCGA.86.8075.01A.11H.2240.13","tumor",5.40669933575623,2.87872334554613,4.77127799339675,4.47414506352104,1.94261854278637,1.4656927526349,1.26976581661503,1.18504786442426,1.937427863943,3.34954761615961,1.70260532299673,2.74584173976564,1.46392891263895
"TCGA.52.7811.01A.11H.2124.13","tumor",6.18261758628684,3.28186300729712,5.59400908144925,5.29687615157353,3.14366133625142,3.53342138910836,2.74810255770117,2.78734325350612,3.17477277504424,4.17247957338493,2.95584576899468,3.56845235600077,2.52017210062565
"SRR14634342","tumor",5.32863196742241,2.49504724513102,5.07982755786734,4.69000905175576,2.42234738751397,1.6484280892335,1.08809366796516,1.41455791158836,2.47044348932294,3.55873365619592,2.26349399297039,3.20669657028695,1.51134935477813
"TCGA.60.2711.01A.01T.1557.13","tumor",5.60606389786544,4.74391381612432,4.96633746850588,4.66920453863017,2.70592644201606,2.20881255118955,2.20163132042757,2.13224963403932,2.73789642537748,3.54467057426314,2.51788957006808,2.940863144965,2.32465105234435
"TCGA.60.2695.01A.01T.1557.13","tumor",4.07003324328526,2.72151286920687,3.45543960954566,3.15830667966995,1.66961627029568,1.00033197516781,0.916600079660946,0.91082965709938,1.66561735474163,2.03273152414156,1.43188791844264,1.43058918661594,0.836036097081561
"TCGA.77.7465.01A.11H.2044.13","tumor",5.82441678428376,2.41023443786423,5.23799384467244,4.94086091479673,2.1389201029598,1.80464088790454,1.44276776588805,1.39351879554729,2.16083706564976,3.81639706067456,1.93844398260936,3.21247747245467,1.29122937139721
"TCGA.52.7809.01A.21H.2124.13","tumor",5.98369727430708,3.45285426509664,5.37518122326253,5.07804829338682,3.24478884054408,3.15758319662114,2.19341654027747,2.28990729697126,3.27797767892324,3.95361323186553,3.0580029430751,3.34964758129259,2.64311815508947
"SRR6757458","tumor",4.9944325737593,3.53600686362715,4.69854879207635,4.52797427482283,1.99766854378129,2.38881207847177,1.55559223590778,1.79907402022083,2.05176078879722,3.65501603554293,1.76406355158818,3.05817542249115,1.36898519252875
"TCGA.55.7907.01A.11H.2169.13","tumor",5.79875164434889,2.70962671537651,5.21779929958057,4.92066636970485,1.44614635067431,2.11513341641915,1.41050379837411,1.33596495858768,1.43097345854705,3.79619793363656,1.18677451638854,3.19228567553278,1.24522211061189
"TCGA.44.7662.01A.11H.2065.13","tumor",4.83372340369165,2.23785540933611,4.24093938476342,3.94380645488771,0.967840829820902,1.54097834994311,0.742394231668055,0.636885557688982,0.933634107633522,2.8189583854147,0.698012995376485,2.21565338813719,0.708297640179577
"TCGA.60.2720.01A.01T.1557.13","tumor",5.79538001687847,3.45018884859143,5.20840737432467,4.91127444444895,1.36561902678082,1.18968806533599,1.01460033467455,0.975222711339699,1.33648244362537,3.78680384570778,1.10708811454264,3.1828950474027,1.41260567181215
"TCGA.50.5944.01A.11H.1754.13","tumor",6.02891025794642,1.62286936207019,5.4520106305594,5.15487770068369,0.743834437054578,1.41636731555123,0.649906613972149,0.582754513807017,0.686143020437314,4.03045711947599,0.445218192181898,3.42646830302179,0.658089614580211
"SRR14634264","normal",5.72062764729373,3.73757312457565,5.02908785077712,4.74443513186872,2.23552410614628,3.76132004533657,2.3141809674585,2.32790576231397,2.22446494664884,3.79409354427216,2.14377022056372,3.28715384437008,1.3872249247334
"TCGA.44.7662.11A.01H.2065.13","normal",6.08420311150421,1.58410779943462,5.50896179222708,5.21182886235137,0.785361919912519,3.08467023791222,0.392229570349908,0.4004789849956,0.732475292306721,4.08741831919813,0.492648029020276,3.48341344355528,-0.167527660217969
"TCGA.22.5480.01A.01T.1634.13","tumor",5.20907967472249,4.78317240004451,4.52909955358167,4.23196662370595,2.4184052975493,3.68553686002202,2.12351805148338,2.08221334798311,2.4102110292193,3.10727100642212,2.18174984343656,2.50372216353986,1.59627706525783
"TCGA.56.8623.01A.11H.2402.13","tumor",6.56142153148073,1.32180640352361,5.98488109028667,5.68774816041096,0.889280030486141,1.73225840840072,0.397339281155679,0.366971662832909,0.847489147940944,4.56340247844618,0.610171909196895,3.95929383354555,-0.13457384515005
"TCGA.56.7731.01A.11H.2124.13","tumor",6.20160523993028,2.47496846180156,5.60216863601242,5.30503570613671,2.02509559207768,2.26271030146153,1.51535107060591,1.47215022896383,2.04946814775083,4.18064040636712,1.82643294107817,3.57661114370478,1.51137656655637
"SRR14634307","normal",6.14269069190878,2.56431992257598,5.55317706358563,5.19140407021574,1.27027537719947,1.08753729624464,0.884418298672944,0.790641125230609,1.28282203752969,4.33523528346576,1.20587820540912,4.01168811637113,1.14136748424025
"SRR14634325","tumor",4.96645432539143,2.92288442649819,4.53762082196452,4.42113300100463,2.91056381286337,3.47067327068261,2.08510047286732,2.02641091928426,2.81586032972033,3.7117179396868,2.74695492934544,3.42686775066887,1.36289079448434
"SRR14634261","normal",4.68075290618997,3.21419640386568,4.2072364949694,3.66211793183953,2.27894575474917,3.27164875492017,1.91920828765217,2.04849328050169,2.31599416773908,2.61300529682996,2.12450672824952,2.29550410393643,1.25293102511132
"TCGA.60.2722.01A.01T.1557.13","tumor",5.25274294649498,4.08442121177104,4.64357601161734,4.34644308174163,3.17089931670605,3.44038482527622,2.70050328211897,2.74901141568555,3.19876197807207,3.22179683594418,2.97988166615149,2.61816901913316,2.91278330946097
"SRR6757407","normal",7.30060962379031,3.17906646581863,6.56299301823924,5.93177899455597,1.6035624718417,2.21917992239639,1.16926497310291,1.16247556341831,1.64239074342599,4.07823717492987,1.55283383602936,3.04307918516438,1.34538242130589
"TCGA.56.7730.11A.01H.2124.13","normal",5.94587409008399,2.08918208061127,5.36096669646289,5.06383376658718,1.26643501899749,1.06212134940671,0.500633287570396,0.47059678907176,1.24831087471907,3.93939590187011,1.01776249025903,3.33543473587987,-0.0918978290600218
"TCGA.43.6647.01A.11H.1819.13","tumor",4.59149033251681,2.32821819055279,4.01263043992633,3.71549751005062,1.10642489461822,2.6884627483969,1.20355331994661,1.2279221742656,1.08411051788937,2.59049324066797,0.851117563296692,1.98743806032253,1.56738718508805
"SRR14634346","tumor",6.1012784590969,3.09288614181955,5.9022721794647,4.7670020743884,2.94265624287924,3.69591848403109,1.24467136535337,1.27362413510703,3.01656502620467,3.06303758037667,1.733556946868,2.44224372803768,1.65671842148941
"TCGA.38.4630.01A.01T.1207.13","tumor",4.52403541777245,3.29592609661472,3.91262369738405,3.61549076750834,2.28215733553413,2.85655012103081,1.62522263944453,1.59119290599261,2.31337231428609,2.49040600301193,2.08413270477765,1.88747955267813,2.0235473575074
"TCGA.49.4490.01A.21H.1857.13","tumor",4.81180466060759,1.81140236856876,4.23178884993323,3.93465592005752,0.907075996265402,0.831675443096664,0.657903088261175,0.738844108543508,0.867060833433566,2.80980225248422,0.630142130421721,2.20650620888257,0.118615178775816
"TCGA.85.8481.01A.11H.2325.13","tumor",5.93859063037669,2.71752386966399,5.35331345958123,5.05618052970552,2.11645243529998,2.38179253034819,1.72068525921624,1.77542423013373,2.13933235592956,3.93174113913421,1.91682082025634,3.3277824142188,1.83644385944257
"TCGA.60.2704.01A.11H.2044.13","tumor",6.20226789486975,3.34177314986906,5.59323339813252,5.29610046825681,2.68164547422543,2.32205052694973,1.5277600847682,1.61543412913599,2.71368590912371,4.17170376799212,2.48672926921769,3.56767674591126,1.58171178649559
"TCGA.55.7914.01A.11H.2169.13","tumor",6.3494608422069,2.95698546078937,5.77217089441566,5.47503796453995,1.30821727166019,2.58261124264461,1.44065029835194,1.36982894545953,1.27952028521933,4.35066705917301,1.04939222953644,3.74659876883419,1.63367320942781
"TCGA.49.6742.11A.01H.2169.13","normal",6.70405405522606,1.05658166213134,6.12947684189868,5.83234391202297,0.395097457764635,1.2956450505691,0.467852945740718,0.424702723948005,0.286736265123061,4.70801255636138,0.0338320625479238,4.10388099074044,-0.373466468163637
"SRR14634327","tumor",5.76290014679223,3.10555221078723,5.71552527132568,5.10730359388807,3.39093027161333,4.15493679768733,1.68746480878254,2.07027826289714,3.44004629480656,3.76041943310568,2.20820166506999,3.36752434315014,2.34895530666525
"TCGA.58.8386.01A.11H.2295.13","tumor",6.06637128004765,3.59452246294908,5.46727525274667,5.17014232287096,3.25440053193536,3.55433405682597,2.47203204021719,2.50991726557962,3.28094644145317,4.0457244884962,3.05980919439472,3.44173127758368,2.48941106300753
"TCGA.69.7761.01A.11H.2169.13","tumor",5.49707564089611,3.27560974699299,4.913891999757,4.61675906988129,1.01215971263758,1.35690243102007,0.879955281071632,0.774446607092558,0.981952591454132,3.49220923535697,0.747219636993105,2.88842719370141,0.865457147337223
"TCGA.95.7567.01A.11H.2065.13","tumor",5.10709114370761,3.28664471447693,4.5038242062925,4.20669127641679,1.27879348739891,2.28205857159242,1.5602444953189,1.51709157801288,1.26899264317057,3.08198397513229,1.03872428439121,2.47845382146955,1.24169464294785
"SRR6757462","tumor",4.03600857423807,3.80861759758821,4.04023525442729,4.02079043783546,2.45090750987032,2.2534090447349,1.464437768744,1.57128826935996,2.52326441285449,3.37578077113838,1.86259741209407,3.05552813081535,1.35953246757938
"SRR6757380","tumor",5.34183280932433,3.10700186055397,4.60314243495185,4.28221149998846,2.6994756420089,2.40835531296295,1.48596998988255,1.45693347453908,2.61220952769744,3.53099020784079,2.1345834864602,3.0847651523463,1.37746726332236
"TCGA.50.5930.01A.11H.1754.13","tumor",5.3323640598215,2.7744697511033,4.72550865041677,4.42837572054106,1.32280531905558,3.1042686731368,0.964913086548581,1.10781003165126,1.28863276392659,3.30376149567406,1.0586249487497,2.70008245738737,0.794487865345821
"TCGA.22.5483.11A.11H.2124.13","normal",6.05365268501639,2.94806294081516,5.45426368589117,5.15713075601546,1.91910630769344,1.87600651077274,0.711303671888787,0.77544894869533,1.93221551929627,4.03271058288264,1.7084218219391,3.42872111357957,0.508294976681341
"TCGA.97.8174.01A.11H.2286.13","tumor",5.80231335531151,3.81583785541864,5.12355446410645,4.82642153423073,2.39765725074999,1.94588314048355,1.36981156758438,1.39120178761386,2.43140656587969,3.70193044739562,2.19428812175553,3.09805442529078,1.28213567059942
"TCGA.63.A5MW.01A.11H.A26V.13","tumor",4.72162086468967,2.87128115625507,4.11199301544002,3.81486008556431,1.36056458854513,1.09215505012083,0.753154780574238,0.701370119443509,1.35594076953988,2.68992819892834,1.12678753937955,2.08675725679042,0.578335490392246
"TCGA.MP.A4T7.01A.11H.A24S.13","tumor",5.78260610618675,2.37621402642172,5.18023374269571,4.88310081282,2.26262141691279,1.96155530326712,1.06670626823242,1.24578988314354,2.27692169424298,3.75862360332528,2.05512563107812,3.15472538073722,0.571638951751307
"TCGA.44.3396.01A.01T.1207.13","tumor",5.6396083722987,3.70860067584767,4.9928350468744,4.69570211699869,2.93263403470101,3.79489177813423,1.92236264080808,1.94150751381949,2.97491219173804,3.57117585980266,2.75554927358568,2.96735610118211,2.25342135583016
"TCGA.77.7335.01A.11H.2044.13","tumor",5.38052430316029,2.55632497103539,4.73648273370896,4.43934980383325,1.87002119128408,1.31465079806894,0.941078056441042,0.967186200693557,1.88929998006876,3.31473967198456,1.66520551105198,2.71105408633323,0.706384997682973
"SRR6757434","tumor",4.97022357681445,2.61804224836065,4.8927669653041,5.03229408536309,3.0968125111371,2.80952747526863,2.89278995549308,2.89558678464324,3.01005829792006,3.93470689334837,2.62101732934083,3.62729055582544,1.48982340169749
"SRR14634312","tumor",5.22844441772284,3.0488984731724,4.92693191698774,4.49261977555771,2.40144088157184,2.46438434992626,1.53775991073627,1.45994162767852,2.48278170716127,3.55211959131475,2.27634664886314,3.06857900025695,1.31875617404321
"TCGA.77.A5GB.01B.11H.A27R.13","tumor",5.39058609528981,3.31762974939691,4.80554966671944,4.50841673684373,1.69654111455881,1.50445500613104,1.23904476298964,1.18310013746381,1.70502813645955,3.38383135884729,1.47948364230048,2.78010617554786,1.39684944517156
"TCGA.85.7844.01A.11H.2124.13","tumor",5.6114245759614,2.68745538339115,4.98864186552755,4.69150893565184,2.10238847253653,2.11896499231027,1.29672964303834,1.28950215853813,2.12043032545416,3.56698147237802,1.89781253690452,2.96316364314906,1.26831481431548
"SRR6757464","tumor",4.63299392767985,2.20074684458141,4.16213887219221,4.32538703546426,2.84315270341231,2.65442382701076,1.92217523637478,1.97284630950386,2.90723492629787,3.4958349979317,2.06739063833876,3.13028076945719,1.3692763891221
"TCGA.50.5932.11A.01H.2169.13","normal",5.89564051942797,2.04725011537922,5.32006039799551,5.0229274681198,0.675118306293754,2.59485695407724,0.330098264217382,0.314379866997812,0.608968847337087,3.89848131044265,0.366096113495513,3.29453341157485,0.164646769902016
"SRR14634337","tumor",5.59164835731632,2.41268714692073,5.14212565997951,4.71474711322252,1.85814361956794,1.67256724391865,1.18513578103041,1.39960063692376,1.88888246330809,3.71995637445812,1.52987058757177,3.20600318070562,1.50894520288431
"TCGA.91.A4BD.01A.11R.A24G.13","tumor",6.43119640471182,2.23738095411678,5.85102945009389,5.55387677667389,1.22295735527278,0.391215772642023,0.5905843124636,0.565170850985361,1.2093531942879,4.42951585112379,0.978261118495104,3.82543159429117,0.355615600583923
"SRR14634242","normal",5.62432330529777,2.99805763382061,4.83866341234815,4.69024688793639,1.37568870079207,1.57223632417049,0.915533979812479,0.794723898843285,1.40699984604234,3.74322461774992,1.29637794554324,2.97360695794133,1.16859172034709
